league,window,team_id,team_name,team_country,player_id,player_name,player_age,player_nation,player_pos,counter_team_id,counter_team_name,counter_team_country,transfer_fee_amnt,market_val_amnt,is_free,is_loan
Serie A,s,252,Genoa CFC,Italy,330208,Alessandro Vogliacco,22,Italy,CB,21331,Pordenone Calcio,Italy,2000000.00,1300000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,37834,Felipe Caicedo,32,Ecuador,CF,398,SS Lazio,Italy,2000000.00,4000000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,163048,Alberto Paleari,28,Italy,GK,4084,AS Cittadella,Italy,2000000.00,1000000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,199953,Caleb Ekuban,27,Ghana,SS,449,Trabzonspor,Turkey,1800000.00,5000000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,532937,Johan Vásquez,22,Mexico,CB,7633,UNAM Pumas,Mexico,500000.00,4500000,FALSE,TRUE
Serie A,s,252,Genoa CFC,Italy,317057,Adrian Semper,23,Croatia,GK,862,Chievo Verona,Italy,0.00,2300000,TRUE,FALSE
Serie A,s,252,Genoa CFC,Italy,167491,Stefano Sabelli,28,Italy,RB,749,FC Empoli,Italy,0.00,1900000,TRUE,FALSE
Serie A,s,252,Genoa CFC,Italy,25508,Salvatore Sirigu,34,Italy,GK,416,Torino FC,Italy,0.00,2500000,TRUE,FALSE
Serie A,s,252,Genoa CFC,Italy,553757,Aleksander Buksa,18,Poland,CF,422,Wisla Kraków,Poland,0.00,1500000,TRUE,FALSE
Serie A,s,252,Genoa CFC,Italy,234880,Lorenzo Andrenacci,26,Italy,GK,19,Brescia Calcio,Italy,0.00,150000,TRUE,FALSE
Serie A,s,252,Genoa CFC,Italy,124715,Nikola Maksimovic,29,Serbia,CB,6195,SSC Napoli,Italy,0.00,7500000,TRUE,FALSE
Serie A,s,252,Genoa CFC,Italy,459661,Eddie Salcedo,19,Italy,CF,46,Inter Milan,Italy,,8500000,FALSE,TRUE
Serie A,s,252,Genoa CFC,Italy,287700,Mohamed Fares,25,Algeria,LM,398,SS Lazio,Italy,,5500000,FALSE,TRUE
Serie A,s,252,Genoa CFC,Italy,338672,Zinho Vanheusden,21,Belgium,CB,46,Inter Milan,Italy,,12000000,FALSE,TRUE
Serie A,s,252,Genoa CFC,Italy,702372,Steeve-Mike Eyango,20,France,CM,8517,Genoa Primavera,Italy,,400000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,313830,Pablo Galdames,24,Chile,DM,515,Without Club,Without Club,,3100000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,500164,Laurens Serpe,20,Italy,CB,8517,Genoa Primavera,Italy,,200000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,623040,Yayah Kallon,20,Sierra Leone,SS,8517,Genoa Primavera,Italy,,2000000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,181768,Hernani,27,Brazil,CM,130,Parma Calcio 1913,Italy,,5000000,FALSE,TRUE
Serie A,s,1025,Bologna FC 1909,Italy,486624,Musa Barrow,22,The Gambia,CF,800,Atalanta BC,Italy,14500000.00,20000000,FALSE,FALSE
Serie A,s,1025,Bologna FC 1909,Italy,247377,Kevin Bonifazi,25,Italy,CB,2722,SPAL,Italy,6000000.00,7000000,FALSE,FALSE
Serie A,s,1025,Bologna FC 1909,Italy,41384,Marko Arnautovic,32,Austria,CF,27190,Shanghai Port,China,3000000.00,7500000,FALSE,FALSE
Serie A,s,1025,Bologna FC 1909,Italy,126673,Adama Soumaoro,29,France,CB,1082,LOSC Lille,France,2500000.00,4000000,FALSE,FALSE
Serie A,s,1025,Bologna FC 1909,Italy,439292,Sydney van Hooijdonk,21,Netherlands,CF,132,NAC Breda,Netherlands,410000.00,800000,FALSE,FALSE
Serie A,s,1025,Bologna FC 1909,Italy,110925,Francesco Bardi,29,Italy,GK,8970,Frosinone Calcio,Italy,,700000,FALSE,FALSE
Serie A,s,1025,Bologna FC 1909,Italy,368891,Arthur Theate,21,Belgium,CB,2861,KV Oostende,Belgium,,6000000,FALSE,TRUE
Serie A,s,1025,Bologna FC 1909,Italy,574164,Marco Molla,19,Albania,GK,14848,Bologna Primavera,Italy,,75000,FALSE,FALSE
Serie A,s,1025,Bologna FC 1909,Italy,85393,Nicolas Viola,32,Italy,CM,515,Without Club,Without Club,,1000000,FALSE,FALSE
Serie A,s,410,Udinese Calcio,Italy,528833,Lazar Samardzic,19,Germany,AM,23826,RB Leipzig,Germany,3000000.00,3000000,FALSE,FALSE
Serie A,s,410,Udinese Calcio,Italy,85528,Marco Silvestri,30,Italy,GK,276,Hellas Verona,Italy,2500000.00,6000000,FALSE,FALSE
Serie A,s,410,Udinese Calcio,Italy,546880,Brandon Soppy,19,France,RB,273,Stade Rennais FC,France,2000000.00,7000000,FALSE,FALSE
Serie A,s,410,Udinese Calcio,Italy,295331,Isaac Success,25,Nigeria,CF,1010,Watford FC,England,1800000.00,1800000,FALSE,FALSE
Serie A,s,410,Udinese Calcio,Italy,27807,Daniele Padelli,35,Italy,GK,46,Inter Milan,Italy,0.00,400000,TRUE,FALSE
Serie A,s,410,Udinese Calcio,Italy,491693,Nehuén Pérez,21,Argentina,CB,13,Atlético de Madrid,Spain,,4000000,FALSE,TRUE
Serie A,s,410,Udinese Calcio,Italy,595809,Beto,23,Portugal,CF,7378,Portimonense SC,Portugal,,6500000,FALSE,TRUE
Serie A,s,410,Udinese Calcio,Italy,556385,Destiny Udogie,18,Italy,LB,276,Hellas Verona,Italy,,4000000,FALSE,TRUE
Serie A,s,410,Udinese Calcio,Italy,130388,Antonio Santurro,29,Italy,GK,515,Without Club,Without Club,,50000,FALSE,FALSE
Serie A,s,430,ACF Fiorentina,Italy,486031,Nicolás González,23,Argentina,LW,79,VfB Stuttgart,Germany,23500000.00,24000000,FALSE,FALSE
Serie A,s,430,ACF Fiorentina,Italy,380350,Igor,23,Brazil,CB,2722,SPAL,Italy,5000000.00,5000000,FALSE,FALSE
Serie A,s,430,ACF Fiorentina,Italy,318077,Lucas Torreira,25,Uruguay,DM,11,Arsenal FC,England,1500000.00,18000000,FALSE,TRUE
Serie A,s,430,ACF Fiorentina,Italy,143559,Matija Nastasic,28,Serbia,CB,33,FC Schalke 04,Germany,500000.00,5000000,FALSE,FALSE
Serie A,s,430,ACF Fiorentina,Italy,280730,Álvaro Odriozola,25,Spain,RB,418,Real Madrid,Spain,,10000000,FALSE,TRUE
Serie A,s,3522,Spezia Calcio,Italy,538974,Janis Antiste,19,France,CF,415,FC Toulouse,France,4500000.00,4500000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,344072,Kelvin Amian,23,France,RB,415,FC Toulouse,France,3200000.00,3500000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,292772,Dimitrios Nikolaou,22,Greece,CB,749,FC Empoli,Italy,3000000.00,2300000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,482836,David Strelec,20,Slovakia,CF,540,Slovan Bratislava,Slovakia,2500000.00,1500000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,579294,Aimar Sher,18,Sweden,CM,1059,Hammarby IF,Sweden,2400000.00,1200000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,435213,Léo Sena,25,Brazil,DM,330,Clube Atlético Mineiro,Brazil,2000000.00,2000000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,425918,Jakub Kiwior,21,Poland,CB,1443,MSK Zilina,Slovakia,1500000.00,1000000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,243225,Samuel Mraz,24,Slovakia,CF,749,FC Empoli,Italy,1000000.00,500000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,566615,Mikael Egill Ellertsson,19,Iceland,CM,22276,SPAL Primavera,Italy,1000000.00,700000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,496745,Emil Holm,21,Sweden,RB,5817,SönderjyskE,Denmark,800000.00,800000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,256361,Daniele Verde,25,Italy,RW,2441,AEK Athens,Greece,600000.00,2500000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,539154,Leandro Sanca,21,Portugal,RW,10789,SC Braga B,Portugal,500000.00,350000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,540827,Suf Podgoreanu,19,Israel,RW,11997,Roma Primavera,Italy,500000.00,250000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,131731,Mehdi Bourabia,30,Morocco,CM,6574,US Sassuolo,Italy,500000.00,2300000,FALSE,TRUE
Serie A,s,3522,Spezia Calcio,Italy,308278,Rey Manaj,24,Albania,CF,2464,FC Barcelona B,Spain,300000.00,1000000,FALSE,TRUE
Serie A,s,3522,Spezia Calcio,Italy,399907,Ognjen Stijepovic,21,Montenegro,SS,1038,UC Sampdoria,Italy,0.00,100000,TRUE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,602299,Petar Zovko,19,Bosnia-Herzegovina,GK,12001,Sampdoria Primavera,Italy,0.00,75000,TRUE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,372809,Petko Hristov,22,Bulgaria,CB,430,ACF Fiorentina,Italy,0.00,800000,TRUE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,455068,Emil Kornvig,21,Denmark,CM,369,Lyngby BK,Denmark,,500000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,221421,Kleis Bozhanaj,20,Albania,SS,749,FC Empoli,Italy,,25000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,581912,Diego Zuppel,18,Italy,CF,4255,SS Arezzo,Italy,,75000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,567217,Ebrima Colley,21,The Gambia,LW,800,Atalanta BC,Italy,,4000000,FALSE,TRUE
Serie A,s,3522,Spezia Calcio,Italy,268178,Arkadiusz Reca,26,Poland,LB,800,Atalanta BC,Italy,,3500000,FALSE,TRUE
Serie A,s,3522,Spezia Calcio,Italy,203842,Viktor Kovalenko,25,Ukraine,AM,800,Atalanta BC,Italy,,4000000,FALSE,TRUE
Serie A,s,3522,Spezia Calcio,Italy,587458,Kevin Agudelo,22,Colombia,RW,252,Genoa CFC,Italy,,3500000,FALSE,TRUE
Serie A,s,3522,Spezia Calcio,Italy,357003,Martin Erlic,23,Croatia,CB,6574,US Sassuolo,Italy,,4000000,FALSE,TRUE
Serie A,s,3522,Spezia Calcio,Italy,344595,Aurélien Nguiamba,22,France,DM,515,Without Club,Without Club,,500000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,632831,Nicolò Bertola,18,Italy,CB,14893,Spezia Primavera,Italy,,125000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,632829,Niccolò Pietra,17,Italy,CM,14893,Spezia Primavera,Italy,,75000,FALSE,FALSE
Serie A,s,3522,Spezia Calcio,Italy,459661,Eddie Salcedo,19,Italy,CF,252,Genoa CFC,Italy,,8500000,FALSE,TRUE
Serie A,s,1390,Cagliari Calcio,Italy,295183,Razvan Marin,25,Romania,CM,610,Ajax Amsterdam,Netherlands,10000000.00,15000000,FALSE,FALSE
Serie A,s,1390,Cagliari Calcio,Italy,392569,Gabriele Zappa,21,Italy,RB,2921,Delfino Pescara 1936,Italy,3500000.00,7000000,FALSE,FALSE
Serie A,s,1390,Cagliari Calcio,Italy,258482,Boris Radunović,25,Serbia,GK,800,Atalanta BC,Italy,500000.00,300000,FALSE,FALSE
Serie A,s,1390,Cagliari Calcio,Italy,238752,Keita Baldé,26,Senegal,CF,162,AS Monaco,France,0.00,8000000,TRUE,FALSE
Serie A,s,1390,Cagliari Calcio,Italy,354909,Giorgio Altare,22,Italy,CB,252,Genoa CFC,Italy,,175000,FALSE,FALSE
Serie A,s,1390,Cagliari Calcio,Italy,357992,Raoul Bellanova,21,Italy,RB,40,FC Girondins Bordeaux,France,,1000000,FALSE,TRUE
Serie A,s,1390,Cagliari Calcio,Italy,197473,Alberto Grassi,26,Italy,CM,130,Parma Calcio 1913,Italy,,3500000,FALSE,TRUE
Serie A,s,1390,Cagliari Calcio,Italy,312862,Dalbert,27,Brazil,LB,46,Inter Milan,Italy,,4000000,FALSE,TRUE
Serie A,s,1390,Cagliari Calcio,Italy,68864,Kevin Strootman,31,Netherlands,CM,244,Olympique Marseille,France,,5000000,FALSE,TRUE
Serie A,s,1390,Cagliari Calcio,Italy,54935,Martín Cáceres,34,Uruguay,CB,515,Without Club,Without Club,,1000000,FALSE,FALSE
Serie A,s,416,Torino FC,Italy,544149,David Zima,20,Czech Republic,CB,62,SK Slavia Prague,Czech Republic,5900000.00,7500000,FALSE,FALSE
Serie A,s,416,Torino FC,Italy,482107,Magnus Warming,21,Denmark,LW,369,Lyngby BK,Denmark,1200000.00,1000000,FALSE,FALSE
Serie A,s,416,Torino FC,Italy,129588,Dennis Praet,27,Belgium,CM,1003,Leicester City,England,1000000.00,16000000,FALSE,TRUE
Serie A,s,416,Torino FC,Italy,293169,Josip Brekalo,23,Croatia,LW,82,VfL Wolfsburg,Germany,1000000.00,12000000,FALSE,TRUE
Serie A,s,416,Torino FC,Italy,77825,Etrit Berisha,32,Albania,GK,2722,SPAL,Italy,300000.00,1000000,FALSE,FALSE
Serie A,s,416,Torino FC,Italy,392538,Tommaso Pobega,22,Italy,CM,5,AC Milan,Italy,,8000000,FALSE,TRUE
Serie A,s,416,Torino FC,Italy,205940,Marko Pjaca,26,Croatia,LW,506,Juventus FC,Italy,,4000000,FALSE,TRUE
Serie A,s,416,Torino FC,Italy,562287,Christian Celesia,19,Italy,CB,12130,Torino Primavera,Italy,,75000,FALSE,FALSE
Serie A,s,416,Torino FC,Italy,568617,Razvan Sava,19,Romania,GK,12130,Torino Primavera,Italy,,100000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,192638,Nicolas Haas,25,Switzerland,CM,800,Atalanta BC,Italy,3000000.00,3500000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,435228,Ardian Ismajli,24,Albania,CB,3522,Spezia Calcio,Italy,2000000.00,2500000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,193867,Liam Henderson,25,Scotland,CM,1005,US Lecce,Italy,1500000.00,2200000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,111347,Lorenzo Tonelli,31,Italy,CB,1038,UC Sampdoria,Italy,1000000.00,2000000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,291400,Giovanni Crociata,23,Italy,CM,4083,FC Crotone,Italy,1000000.00,900000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,197745,Riccardo Fiamozzi,28,Italy,RB,1005,US Lecce,Italy,500000.00,500000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,278531,Sebastiano Luperto,24,Italy,CB,6195,SSC Napoli,Italy,500000.00,2200000,FALSE,TRUE
Serie A,s,749,FC Empoli,Italy,183841,Petar Stojanovic,25,Slovenia,RB,419,GNK Dinamo Zagreb,Croatia,300000.00,1300000,FALSE,TRUE
Serie A,s,749,FC Empoli,Italy,459697,Niccolò Chiorra,20,Italy,GK,4333,US Grosseto 1912,Italy,0.00,75000,TRUE,FALSE
Serie A,s,749,FC Empoli,Italy,42744,Samir Ujkani,33,Kosovo,GK,416,Torino FC,Italy,0.00,200000,TRUE,FALSE
Serie A,s,749,FC Empoli,Italy,358003,Simone Canestrelli,20,Italy,CB,4541,UC AlbinoLeffe,Italy,,700000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,38607,Federico Di Francesco,27,Italy,LW,2722,SPAL,Italy,,2500000,FALSE,TRUE
Serie A,s,749,FC Empoli,Italy,315865,Andrea Pinamonti,22,Italy,CF,46,Inter Milan,Italy,,12000000,FALSE,TRUE
Serie A,s,749,FC Empoli,Italy,265078,Patrick Cutrone,23,Italy,CF,543,Wolverhampton Wanderers,England,,7000000,FALSE,TRUE
Serie A,s,749,FC Empoli,Italy,286047,Guglielmo Vicario,24,Italy,GK,1390,Cagliari Calcio,Italy,,2000000,FALSE,TRUE
Serie A,s,749,FC Empoli,Italy,297645,Riccardo Marchizza,23,Italy,LB,6574,US Sassuolo,Italy,,1500000,FALSE,TRUE
Serie A,s,749,FC Empoli,Italy,603891,Emmanuel Ekong,19,Sweden,CF,8492,Empoli Primavera,Italy,,150000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,641537,Tommaso Baldanzi,18,Italy,AM,8492,Empoli Primavera,Italy,,600000,FALSE,FALSE
Serie A,s,749,FC Empoli,Italy,543771,Kristjan Asllani,19,Albania,DM,8492,Empoli Primavera,Italy,,500000,FALSE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,240786,Riccardo Gagliolo,31,Sweden,CB,130,Parma Calcio 1913,Italy,2000000.00,2000000,FALSE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,55000,Vincenzo Fiorillo,31,Italy,GK,2921,Delfino Pescara 1936,Italy,600000.00,300000,FALSE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,194549,Simy,29,Nigeria,CF,4083,FC Crotone,Italy,500000.00,6000000,FALSE,TRUE
Serie A,s,380,US Salernitana 1919,Italy,360516,Reda Boultam,23,Netherlands,AM,4271,US Triestina,Italy,200000.00,150000,FALSE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,226058,Luka Bogdan,25,Croatia,CB,1210,US Livorno 1915,Italy,0.00,800000,TRUE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,199971,Michele Cavion,26,Italy,CM,408,Ascoli Calcio,Italy,0.00,900000,TRUE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,50617,Stefan Strandberg,30,Norway,CB,11127,Ural Yekaterinburg,Russia,0.00,800000,TRUE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,45581,Joel Obi,30,Nigeria,CM,862,Chievo Verona,Italy,0.00,600000,TRUE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,421780,Edoardo Vergani,20,Italy,CF,46,Inter Milan,Italy,0.00,600000,TRUE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,407885,Wajdi Kechrida,25,Tunisia,RM,250,Etoile Sportive du Sahel,Tunisia,0.00,1500000,TRUE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,386552,Lassana Coulibaly,25,Mali,CM,1420,SCO Angers,France,0.00,2000000,TRUE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,298635,Grigoris Kastanos,23,Cyprus,CM,41101,Juventus U23,Italy,,950000,FALSE,TRUE
Serie A,s,380,US Salernitana 1919,Italy,136133,Andrea Schiavone,28,Italy,DM,332,SSC Bari,Italy,,300000,FALSE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,45185,Tomasz Kupisz,31,Poland,RM,332,SSC Bari,Italy,,400000,FALSE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,805338,Clemente Crisci,19,Italy,CM,74347,ASD Oasi Sanfeliciana,Italy,,25000,FALSE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,724437,Kaleb Jimenez Castillo,18,Spain,CM,4167,1913 Seregno Calcio,Italy,,35000,FALSE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,393904,Filippo Delli Carri,22,Italy,CB,41101,Juventus U23,Italy,,225000,FALSE,TRUE
Serie A,s,380,US Salernitana 1919,Italy,346561,Luca Ranieri,22,Italy,CB,430,ACF Fiorentina,Italy,,2500000,FALSE,TRUE
Serie A,s,380,US Salernitana 1919,Italy,241527,Federico Bonazzoli,24,Italy,CF,1038,UC Sampdoria,Italy,,4000000,FALSE,TRUE
Serie A,s,380,US Salernitana 1919,Italy,616631,Matteo Ruggeri,19,Italy,LB,800,Atalanta BC,Italy,,2000000,FALSE,TRUE
Serie A,s,380,US Salernitana 1919,Italy,392966,Nadir Zortea,22,Italy,RM,800,Atalanta BC,Italy,,700000,FALSE,TRUE
Serie A,s,380,US Salernitana 1919,Italy,287600,Pawel Jaroszynski,26,Poland,LB,252,Genoa CFC,Italy,,650000,FALSE,TRUE
Serie A,s,380,US Salernitana 1919,Italy,213854,Cedric Gondo,24,Cote d'Ivoire,CF,515,Without Club,Without Club,,850000,FALSE,FALSE
Serie A,s,380,US Salernitana 1919,Italy,22068,Franck Ribéry,38,France,LW,515,Without Club,Without Club,,1500000,FALSE,FALSE
Serie A,s,607,Venezia FC,Italy,504209,Gianluca Busio,19,United States,CM,4284,Sporting Kansas City,United States,6000000.00,7000000,FALSE,FALSE
Serie A,s,607,Venezia FC,Italy,412513,Thomas Henry,26,France,CF,2727,Oud-Heverlee Leuven,Belgium,5500000.00,5000000,FALSE,FALSE
Serie A,s,607,Venezia FC,Italy,670096,Tanner Tessmann,19,United States,CM,8816,FC Dallas,United States,3640000.00,2000000,FALSE,FALSE
Serie A,s,607,Venezia FC,Italy,377665,Arnór Sigurdsson,22,Iceland,AM,2410,CSKA Moscow,Russia,800000.00,4500000,FALSE,TRUE
Serie A,s,607,Venezia FC,Italy,228444,Ridgeciano Haps,28,Suriname,LB,234,Feyenoord Rotterdam,Netherlands,500000.00,3000000,FALSE,FALSE
Serie A,s,607,Venezia FC,Italy,393804,Sofian Kiyine,23,Morocco,CM,398,SS Lazio,Italy,400000.00,2000000,FALSE,TRUE
Serie A,s,607,Venezia FC,Italy,378260,David Schnegg,22,Austria,LB,413,LASK,Austria,250000.00,800000,FALSE,FALSE
Serie A,s,607,Venezia FC,Italy,446491,Daan Heymans,22,Belgium,AM,28643,Waasland-Beveren,Belgium,0.00,1000000,TRUE,FALSE
Serie A,s,607,Venezia FC,Italy,616228,Filippo Neri,18,Italy,GK,1210,US Livorno 1915,Italy,0.00,50000,TRUE,FALSE
Serie A,s,607,Venezia FC,Italy,204987,Dor Peretz,26,Israel,DM,119,Maccabi Tel Aviv,Israel,0.00,1800000,TRUE,FALSE
Serie A,s,607,Venezia FC,Italy,413605,David Okereke,23,Nigeria,CF,2282,Club Brugge KV,Belgium,,2800000,FALSE,TRUE
Serie A,s,607,Venezia FC,Italy,392771,Ethan Ampadu,20,Wales,CB,631,Chelsea FC,England,,15000000,FALSE,TRUE
Serie A,s,607,Venezia FC,Italy,309944,Tyronne Ebuehi,25,Nigeria,RB,10330,SL Benfica B,Portugal,,900000,FALSE,TRUE
Serie A,s,607,Venezia FC,Italy,197470,Mattia Caldara,27,Italy,CB,5,AC Milan,Italy,,4000000,FALSE,TRUE
Serie A,s,607,Venezia FC,Italy,30690,Sergio Romero,34,Argentina,GK,515,Without Club,Without Club,,1000000,FALSE,FALSE
Serie A,w,252,Genoa CFC,Italy,532937,Johan Vásquez,23,Mexico,CB,7633,UNAM Pumas,Mexico,3500000.00,4500000,FALSE,FALSE
Bundesliga,s,27,Bayern Munich,Germany,344695,Dayot Upamecano,22,France,CB,23826,RB Leipzig,Germany,42500000.00,60000000,FALSE,FALSE
Bundesliga,s,27,Bayern Munich,Germany,106987,Marcel Sabitzer,27,Austria,CM,23826,RB Leipzig,Germany,15000000.00,32000000,FALSE,FALSE
Bundesliga,s,27,Bayern Munich,Germany,424881,Omar Richards,23,England,LB,1032,Reading FC,England,0.00,7000000,TRUE,FALSE
Bundesliga,s,27,Bayern Munich,Germany,40680,Sven Ulreich,32,Germany,GK,41,Hamburger SV,Germany,0.00,900000,TRUE,FALSE
Bundesliga,s,27,Bayern Munich,Germany,467437,Malik Tillman,19,Germany,AM,28,FC Bayern Munich II,Germany,,1000000,FALSE,FALSE
Bundesliga,s,27,Bayern Munich,Germany,483046,Josip Stanisic,21,Croatia,RB,28,FC Bayern Munich II,Germany,,3500000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,198008,André Silva,25,Portugal,CF,24,Eintracht Frankfurt,Germany,23000000.00,40000000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,475959,Josko Gvardiol,19,Croatia,CB,419,GNK Dinamo Zagreb,Croatia,18800000.00,19000000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,277179,Angeliño,24,Spain,LB,281,Manchester City,England,18000000.00,35000000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,617074,Ilaix Moriba,18,Guinea,CM,2464,FC Barcelona B,Spain,16000000.00,25000000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,202591,Benjamin Henrichs,24,Germany,RB,162,AS Monaco,France,15000000.00,9000000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,666234,Mohamed Simakan,21,France,CB,667,RC Strasbourg Alsace,France,15000000.00,18000000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,742297,Caden Clark,18,United States,AM,623,New York Red Bulls,United States,1820000.00,3500000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,473169,Brian Brobbey,19,Netherlands,CF,8817,Ajax Amsterdam U21,Netherlands,0.00,7500000,TRUE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,597004,Joscha Wosz,18,Germany,AM,26621,RasenBallsport Leipzig U19,Germany,,400000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,692462,Ben Klefisch,18,Germany,CM,26621,RasenBallsport Leipzig U19,Germany,,200000,FALSE,FALSE
Bundesliga,s,23826,RB Leipzig,Germany,717345,Sidney Raebiger,16,Germany,CM,32942,RasenBallsport Leipzig U17,Germany,,750000,FALSE,FALSE
Bundesliga,s,16,Borussia Dortmund,Germany,326029,Donyell Malen,22,Netherlands,CF,383,PSV Eindhoven,Netherlands,30000000.00,30000000,FALSE,FALSE
Bundesliga,s,16,Borussia Dortmund,Germany,257814,Gregor Kobel,23,Switzerland,GK,79,VfB Stuttgart,Germany,15000000.00,18000000,FALSE,FALSE
Bundesliga,s,16,Borussia Dortmund,Germany,659513,Soumaïla Coulibaly,17,France,CB,6326,Paris Saint-Germain U19,France,0.00,750000,TRUE,FALSE
Bundesliga,s,16,Borussia Dortmund,Germany,718232,Abdoulaye Kamara,16,Guinea,DM,6326,Paris Saint-Germain U19,France,0.00,1000000,TRUE,FALSE
Bundesliga,s,16,Borussia Dortmund,Germany,282144,Marin Pongracic,23,Croatia,CB,82,VfL Wolfsburg,Germany,,8500000,FALSE,TRUE
Bundesliga,s,16,Borussia Dortmund,Germany,429874,Ansgar Knauff,19,Germany,LW,17,Borussia Dortmund II,Germany,,3000000,FALSE,FALSE
Bundesliga,s,82,VfL Wolfsburg,Germany,338629,Sebastiaan Bornauw,22,Belgium,CB,3,1. FC Köln,Germany,13500000.00,14000000,FALSE,FALSE
Bundesliga,s,82,VfL Wolfsburg,Germany,196095,Luca Waldschmidt,25,Germany,SS,294,SL Benfica,Portugal,12000000.00,12000000,FALSE,FALSE
Bundesliga,s,82,VfL Wolfsburg,Germany,503881,Aster Vranckx,18,Belgium,CM,354,KV Mechelen,Belgium,8000000.00,6800000,FALSE,FALSE
Bundesliga,s,82,VfL Wolfsburg,Germany,314288,Lukas Nmecha,22,Germany,CF,281,Manchester City,England,8000000.00,12000000,FALSE,FALSE
Bundesliga,s,82,VfL Wolfsburg,Germany,143891,Maximilian Philipp,27,Germany,SS,121,Dynamo Moscow,Russia,7500000.00,7000000,FALSE,FALSE
Bundesliga,s,82,VfL Wolfsburg,Germany,557459,Micky van de Ven,20,Netherlands,CB,724,FC Volendam,Netherlands,3500000.00,3000000,FALSE,FALSE
Bundesliga,s,82,VfL Wolfsburg,Germany,406640,Felix Nmecha,20,England,AM,9265,Manchester City U23,England,0.00,450000,TRUE,FALSE
Bundesliga,s,82,VfL Wolfsburg,Germany,639040,Yun-sang Hong,19,"Korea, South",LW,311,Pohang Steelers,"Korea, South",,50000,FALSE,FALSE
